Year,Ref,Team,Actual Score,Predicted Score
2006,Rob Shick,Detroit Red Wings,4,3.086904761904762
2006,Kevin Pollock,San Jose Sharks,2,2.930995475113122
2006,Rob Shick,San Jose Sharks,2,2.930995475113122
2006,Brad Watson,Detroit Red Wings,4,2.804863061797753
2006,Kelly Sutherland,Detroit Red Wings,4,2.804863061797753
2006,Brad Watson,San Jose Sharks,2,2.8261494252873565
2006,Kelly Sutherland,San Jose Sharks,2,2.8261494252873565
2006,Don Koharski,Detroit Red Wings,4,3.06687306501548
2006,Marc Joannette,Detroit Red Wings,4,3.06687306501548
2006,Don Koharski,San Jose Sharks,1,3.0202922077922074
2006,Marc Joannette,San Jose Sharks,1,3.0202922077922074
2006,Dan O'Halloran,Detroit Red Wings,4,3.083333333333333
2006,Don VanMassenhoven,Detroit Red Wings,4,3.083333333333333
2006,Dan O'Halloran,San Jose Sharks,0,2.9038461538461537
2006,Don VanMassenhoven,San Jose Sharks,0,2.9038461538461537
2006,Dan O'Halloran,Anaheim Ducks,4,2.5591036414565824
2006,Don VanMassenhoven,Anaheim Ducks,4,2.5591036414565824
2006,Dan O'Halloran,Vancouver Canucks,1,2.7831454643048845
2006,Don VanMassenhoven,Vancouver Canucks,1,2.7831454643048845
2006,Kevin Pollock,Anaheim Ducks,4,2.822826086956522
2006,Rob Shick,Anaheim Ducks,4,2.822826086956522
2006,Kevin Pollock,Vancouver Canucks,2,2.96875
2006,Rob Shick,Vancouver Canucks,2,2.96875
2006,Don Koharski,Anaheim Ducks,4,2.614740566037736
2006,Marc Joannette,Anaheim Ducks,4,2.614740566037736
2006,Don Koharski,Vancouver Canucks,2,2.988199665831245
2006,Marc Joannette,Vancouver Canucks,2,2.988199665831245
2006,Dennis LaRue,Anaheim Ducks,4,2.7878185804329956
2006,Paul Devorski,Anaheim Ducks,4,2.7878185804329956
2006,Dennis LaRue,Vancouver Canucks,2,2.9185734900020615
2006,Paul Devorski,Vancouver Canucks,2,2.9185734900020615
2006,Bill McCreary,Anaheim Ducks,4,2.6879534173348607
2006,Dave Jackson,Anaheim Ducks,4,2.6879534173348607
2006,Bill McCreary,Vancouver Canucks,1,3.0609936967000375
2006,Dave Jackson,Vancouver Canucks,1,3.0609936967000375
2006,Bill McCreary,Buffalo Sabres,4,2.7347260273972607
2006,Brad Watson,Buffalo Sabres,4,2.7347260273972607
2006,Bill McCreary,Ottawa Senators,5,2.987110813525276
2006,Brad Watson,Ottawa Senators,5,2.987110813525276
2006,Dan O'Halloran,Buffalo Sabres,4,2.9889538661468484
2006,Don VanMassenhoven,Buffalo Sabres,4,2.9889538661468484
2006,Dan O'Halloran,Ottawa Senators,4,3.017191719171917
2006,Don VanMassenhoven,Ottawa Senators,4,3.017191719171917
2006,Don Koharski,Buffalo Sabres,4,2.702428416092787
2006,Paul Devorski,Buffalo Sabres,4,2.702428416092787
2006,Don Koharski,Ottawa Senators,1,2.881842105263158
2006,Paul Devorski,Ottawa Senators,1,2.881842105263158
2006,Kevin Pollock,Buffalo Sabres,4,2.6774475524475525
2006,Rob Shick,Buffalo Sabres,4,2.6774475524475525
2006,Kevin Pollock,Ottawa Senators,2,3.0474161627267726
2006,Rob Shick,Ottawa Senators,2,3.0474161627267726
2006,Bill McCreary,Buffalo Sabres,4,2.7347260273972607
2006,Brad Watson,Buffalo Sabres,4,2.7347260273972607
2006,Bill McCreary,Ottawa Senators,3,2.987110813525276
2006,Brad Watson,Ottawa Senators,3,2.987110813525276
2006,Don Koharski,Anaheim Ducks,4,2.803612517257248
2006,Paul Devorski,Anaheim Ducks,4,2.803612517257248
2006,Don Koharski,Detroit Red Wings,2,3.200727883538634
2006,Paul Devorski,Detroit Red Wings,2,3.200727883538634
2006,Kevin Pollock,Anaheim Ducks,4,2.822826086956522
2006,Rob Shick,Anaheim Ducks,4,2.822826086956522
2006,Kevin Pollock,Detroit Red Wings,3,3.086904761904762
2006,Rob Shick,Detroit Red Wings,3,3.086904761904762
2006,Bill McCreary,Anaheim Ducks,4,2.7930430430430433
2006,Brad Watson,Anaheim Ducks,4,2.7930430430430433
2006,Bill McCreary,Detroit Red Wings,5,2.997848434138178
2006,Brad Watson,Detroit Red Wings,5,2.997848434138178
2006,Dan O'Halloran,Anaheim Ducks,4,2.5591036414565824
2006,Don VanMassenhoven,Anaheim Ducks,4,2.5591036414565824
2006,Dan O'Halloran,Detroit Red Wings,3,3.083333333333333
2006,Don VanMassenhoven,Detroit Red Wings,3,3.083333333333333
2006,Don Koharski,Anaheim Ducks,4,2.803612517257248
2006,Paul Devorski,Anaheim Ducks,4,2.803612517257248
2006,Don Koharski,Detroit Red Wings,1,3.200727883538634
2006,Paul Devorski,Detroit Red Wings,1,3.200727883538634
2006,Kevin Pollock,Anaheim Ducks,4,2.822826086956522
2006,Rob Shick,Anaheim Ducks,4,2.822826086956522
2006,Kevin Pollock,Detroit Red Wings,3,3.086904761904762
2006,Rob Shick,Detroit Red Wings,3,3.086904761904762
2006,Dan O'Halloran,Anaheim Ducks,4,2.768931475029036
2006,Paul Devorski,Anaheim Ducks,4,2.768931475029036
2006,Dan O'Halloran,Ottawa Senators,2,2.9608520062532575
2006,Paul Devorski,Ottawa Senators,2,2.9608520062532575
2006,Bill McCreary,Anaheim Ducks,4,2.7930430430430433
2006,Brad Watson,Anaheim Ducks,4,2.7930430430430433
2006,Bill McCreary,Ottawa Senators,0,2.987110813525276
2006,Brad Watson,Ottawa Senators,0,2.987110813525276
2006,Dan O'Halloran,Anaheim Ducks,4,2.768931475029036
2006,Paul Devorski,Anaheim Ducks,4,2.768931475029036
2006,Dan O'Halloran,Ottawa Senators,5,2.9608520062532575
2006,Paul Devorski,Ottawa Senators,5,2.9608520062532575
2006,Bill McCreary,Anaheim Ducks,4,2.7930430430430433
2006,Brad Watson,Anaheim Ducks,4,2.7930430430430433
2006,Bill McCreary,Ottawa Senators,2,2.987110813525276
2006,Brad Watson,Ottawa Senators,2,2.987110813525276
2006,Dan O'Halloran,Anaheim Ducks,4,2.768931475029036
2006,Paul Devorski,Anaheim Ducks,4,2.768931475029036
2006,Dan O'Halloran,Ottawa Senators,2,2.9608520062532575
2006,Paul Devorski,Ottawa Senators,2,2.9608520062532575
2007,Dan Marouelli,Boston Bruins,4,2.8804614275414564
2007,Kerry Fraser,Boston Bruins,4,2.8804614275414564
2007,Dan Marouelli,Montréal Canadiens,4,2.68613775065388
2007,Kerry Fraser,Montréal Canadiens,4,2.68613775065388
2007,Mike Leggo,Boston Bruins,4,2.674975562072336
2007,Paul Devorski,Boston Bruins,4,2.674975562072336
2007,Mike Leggo,Montréal Canadiens,3,2.5853535353535353
2007,Paul Devorski,Montréal Canadiens,3,2.5853535353535353
2007,Bill McCreary,Boston Bruins,4,2.7936507936507944
2007,Greg Kimmerly,Boston Bruins,4,2.7936507936507944
2007,Bill McCreary,Montréal Canadiens,1,2.845716198125837
2007,Greg Kimmerly,Montréal Canadiens,1,2.845716198125837
2007,Don VanMassenhoven,Boston Bruins,4,2.777171333649739
2007,Mike Hasenfratz,Boston Bruins,4,2.777171333649739
2007,Don VanMassenhoven,Montréal Canadiens,1,2.935782556750299
2007,Mike Hasenfratz,Montréal Canadiens,1,2.935782556750299
2007,Don Koharski,Boston Bruins,4,2.722972972972973
2007,Kelly Sutherland,Boston Bruins,4,2.722972972972973
2007,Don Koharski,Montréal Canadiens,1,2.5136013480982187
2007,Kelly Sutherland,Montréal Canadiens,1,2.5136013480982187
2007,Brad Watson,Boston Bruins,4,2.768537768537769
2007,Wes McCauley,Boston Bruins,4,2.768537768537769
2007,Brad Watson,Montréal Canadiens,4,2.3686813186813187
2007,Wes McCauley,Montréal Canadiens,4,2.3686813186813187
2007,Bill McCreary,Boston Bruins,4,2.938351254480287
2007,Kevin Pollock,Boston Bruins,4,2.938351254480287
2007,Bill McCreary,Montréal Canadiens,5,2.9349881796690305
2007,Kevin Pollock,Montréal Canadiens,5,2.9349881796690305
2007,Brad Watson,Ottawa Senators,4,2.9553181155900923
2007,Wes McCauley,Ottawa Senators,4,2.9553181155900923
2007,Brad Watson,Pittsburgh Penguins,4,2.8598214285714287
2007,Wes McCauley,Pittsburgh Penguins,4,2.8598214285714287
2007,Dennis LaRue,Ottawa Senators,4,3.0202102803738318
2007,Kevin Pollock,Ottawa Senators,4,3.0202102803738318
2007,Dennis LaRue,Pittsburgh Penguins,5,2.8292682926829267
2007,Kevin Pollock,Pittsburgh Penguins,5,2.8292682926829267
2007,Mike Leggo,Ottawa Senators,4,3.0163875598086127
2007,Paul Devorski,Ottawa Senators,4,3.0163875598086127
2007,Mike Leggo,Pittsburgh Penguins,4,3.01232419892707
2007,Paul Devorski,Pittsburgh Penguins,4,3.01232419892707
2007,Dan Marouelli,Ottawa Senators,4,2.9371044303797467
2007,Kerry Fraser,Ottawa Senators,4,2.9371044303797467
2007,Dan Marouelli,Pittsburgh Penguins,3,2.9433962264150946
2007,Kerry Fraser,Pittsburgh Penguins,3,2.9433962264150946
2007,Brad Watson,Philadelphia Flyers,4,2.839802130898021
2007,Wes McCauley,Philadelphia Flyers,4,2.839802130898021
2007,Brad Watson,Washington Capitals,5,2.9097222222222223
2007,Wes McCauley,Washington Capitals,5,2.9097222222222223
2007,Chris Rooney,Philadelphia Flyers,4,2.8669950738916254
2007,Dave Jackson,Philadelphia Flyers,4,2.8669950738916254
2007,Chris Rooney,Washington Capitals,0,3.0441176470588234
2007,Dave Jackson,Washington Capitals,0,3.0441176470588234
2007,Don Koharski,Philadelphia Flyers,4,2.6208462560921575
2007,Kelly Sutherland,Philadelphia Flyers,4,2.6208462560921575
2007,Don Koharski,Washington Capitals,3,2.9326109391124877
2007,Kelly Sutherland,Washington Capitals,3,2.9326109391124877
2007,Don VanMassenhoven,Philadelphia Flyers,4,2.6941176470588237
2007,Mike Hasenfratz,Philadelphia Flyers,4,2.6941176470588237
2007,Don VanMassenhoven,Washington Capitals,3,3.1091485507246377
2007,Mike Hasenfratz,Washington Capitals,3,3.1091485507246377
2007,Dennis LaRue,Philadelphia Flyers,4,2.7228323038206357
2007,Kevin Pollock,Philadelphia Flyers,4,2.7228323038206357
2007,Dennis LaRue,Washington Capitals,3,3.017361111111111
2007,Kevin Pollock,Washington Capitals,3,3.017361111111111
2007,Marc Joannette,Philadelphia Flyers,4,2.9825044669446097
2007,Tim Peel,Philadelphia Flyers,4,2.9825044669446097
2007,Marc Joannette,Washington Capitals,4,2.9170761670761673
2007,Tim Peel,Washington Capitals,4,2.9170761670761673
2007,Don Koharski,Philadelphia Flyers,4,2.8421577315019935
2007,Paul Devorski,Philadelphia Flyers,4,2.8421577315019935
2007,Don Koharski,Washington Capitals,2,2.8865751334858887
2007,Paul Devorski,Washington Capitals,2,2.8865751334858887
2007,Bill McCreary,New Jersey Devils,4,2.8242028493894167
2007,Greg Kimmerly,New Jersey Devils,4,2.8242028493894167
2007,Bill McCreary,New York Rangers,4,2.5521677327647483
2007,Greg Kimmerly,New York Rangers,4,2.5521677327647483
2007,Chris Rooney,New Jersey Devils,4,2.492050874403816
2007,Dave Jackson,New Jersey Devils,4,2.492050874403816
2007,Chris Rooney,New York Rangers,2,2.7171092796092795
2007,Dave Jackson,New York Rangers,2,2.7171092796092795
2007,Don VanMassenhoven,New Jersey Devils,4,2.7158430232558137
2007,Mike Hasenfratz,New Jersey Devils,4,2.7158430232558137
2007,Don VanMassenhoven,New York Rangers,3,2.498611111111111
2007,Mike Hasenfratz,New York Rangers,3,2.498611111111111
2007,Dennis LaRue,New Jersey Devils,4,2.7366573033707864
2007,Kevin Pollock,New Jersey Devils,4,2.7366573033707864
2007,Dennis LaRue,New York Rangers,5,2.4205357142857142
2007,Kevin Pollock,New York Rangers,5,2.4205357142857142
2007,Dan Marouelli,New Jersey Devils,4,2.7894110275689226
2007,Kerry Fraser,New Jersey Devils,4,2.7894110275689226
2007,Dan Marouelli,New York Rangers,5,2.6015138850190396
2007,Kerry Fraser,New York Rangers,5,2.6015138850190396
2007,Mike Leggo,Detroit Red Wings,4,3.108474778866842
2007,Paul Devorski,Detroit Red Wings,4,3.108474778866842
2007,Mike Leggo,Nashville Predators,1,2.577728241907346
2007,Paul Devorski,Nashville Predators,1,2.577728241907346
2007,Dan Marouelli,Detroit Red Wings,4,3.4144736842105265
2007,Kerry Fraser,Detroit Red Wings,4,3.4144736842105265
2007,Dan Marouelli,Nashville Predators,2,2.4990925589836666
2007,Kerry Fraser,Nashville Predators,2,2.4990925589836666
2007,Dennis LaRue,Detroit Red Wings,4,3.0628306878306883
2007,Kevin Pollock,Detroit Red Wings,4,3.0628306878306883
2007,Dennis LaRue,Nashville Predators,5,2.8256929637526653
2007,Kevin Pollock,Nashville Predators,5,2.8256929637526653
2007,Bill McCreary,Detroit Red Wings,4,3.1772589113014647
2007,Greg Kimmerly,Detroit Red Wings,4,3.1772589113014647
2007,Bill McCreary,Nashville Predators,3,2.608918128654971
2007,Greg Kimmerly,Nashville Predators,3,2.608918128654971
2007,Dan O'Halloran,Detroit Red Wings,4,2.8490296803652964
2007,Eric Furlatt,Detroit Red Wings,4,2.8490296803652964
2007,Dan O'Halloran,Nashville Predators,1,2.668263031865905
2007,Eric Furlatt,Nashville Predators,1,2.668263031865905
2007,Marc Joannette,Detroit Red Wings,4,3.0326967150496564
2007,Tim Peel,Detroit Red Wings,4,3.0326967150496564
2007,Marc Joannette,Nashville Predators,0,2.8075641025641027
2007,Tim Peel,Nashville Predators,0,2.8075641025641027
2007,Don Koharski,Calgary Flames,4,2.804597701149425
2007,Kelly Sutherland,Calgary Flames,4,2.804597701149425
2007,Don Koharski,San Jose Sharks,2,2.9175903119868636
2007,Kelly Sutherland,San Jose Sharks,2,2.9175903119868636
2007,Marc Joannette,Calgary Flames,4,2.7231280193236715
2007,Tim Peel,Calgary Flames,4,2.7231280193236715
2007,Marc Joannette,San Jose Sharks,2,2.9417823555754588
2007,Tim Peel,San Jose Sharks,2,2.9417823555754588
2007,Dan O'Halloran,Calgary Flames,4,2.7109831278390657
2007,Eric Furlatt,Calgary Flames,4,2.7109831278390657
2007,Dan O'Halloran,San Jose Sharks,3,2.7423076923076923
2007,Eric Furlatt,San Jose Sharks,3,2.7423076923076923
2007,Brad Watson,Calgary Flames,4,2.4920178799489143
2007,Wes McCauley,Calgary Flames,4,2.4920178799489143
2007,Brad Watson,San Jose Sharks,3,2.744435736677116
2007,Wes McCauley,San Jose Sharks,3,2.744435736677116
2007,Mike Leggo,Calgary Flames,4,2.7697168857431755
2007,Paul Devorski,Calgary Flames,4,2.7697168857431755
2007,Mike Leggo,San Jose Sharks,4,2.84256804524567
2007,Paul Devorski,San Jose Sharks,4,2.84256804524567
2007,Don VanMassenhoven,Calgary Flames,4,2.558720930232558
2007,Mike Hasenfratz,Calgary Flames,4,2.558720930232558
2007,Don VanMassenhoven,San Jose Sharks,0,2.8139534883720927
2007,Mike Hasenfratz,San Jose Sharks,0,2.8139534883720927
2007,Brad Watson,Calgary Flames,4,2.7273238380809595
2007,Dan O'Halloran,Calgary Flames,4,2.7273238380809595
2007,Brad Watson,San Jose Sharks,5,2.8391909814323606
2007,Dan O'Halloran,San Jose Sharks,5,2.8391909814323606
2007,Don VanMassenhoven,Colorado Avalanche,4,2.906941031941032
2007,Mike Hasenfratz,Colorado Avalanche,4,2.906941031941032
2007,Don VanMassenhoven,Minnesota Wild,2,2.676282051282051
2007,Mike Hasenfratz,Minnesota Wild,2,2.676282051282051
2007,Dan O'Halloran,Colorado Avalanche,4,2.8724208375893774
2007,Eric Furlatt,Colorado Avalanche,4,2.8724208375893774
2007,Dan O'Halloran,Minnesota Wild,3,2.763563402889246
2007,Eric Furlatt,Minnesota Wild,3,2.763563402889246
2007,Marc Joannette,Colorado Avalanche,4,3.012399622106755
2007,Tim Peel,Colorado Avalanche,4,3.012399622106755
2007,Marc Joannette,Minnesota Wild,3,2.390175438596491
2007,Tim Peel,Minnesota Wild,3,2.390175438596491
2007,Chris Rooney,Colorado Avalanche,4,2.8145228911621665
2007,Dave Jackson,Colorado Avalanche,4,2.8145228911621665
2007,Chris Rooney,Minnesota Wild,1,2.3932795698924734
2007,Dave Jackson,Minnesota Wild,1,2.3932795698924734
2007,Brad Watson,Colorado Avalanche,4,2.660909090909091
2007,Wes McCauley,Colorado Avalanche,4,2.660909090909091
2007,Brad Watson,Minnesota Wild,2,2.842809364548495
2007,Wes McCauley,Minnesota Wild,2,2.842809364548495
2007,Mike Leggo,Colorado Avalanche,4,2.6618083003952573
2007,Paul Devorski,Colorado Avalanche,4,2.6618083003952573
2007,Mike Leggo,Minnesota Wild,1,2.70762610566579
2007,Paul Devorski,Minnesota Wild,1,2.70762610566579
2007,Don Koharski,Anaheim Ducks,4,2.6666301009214566
2007,Kelly Sutherland,Anaheim Ducks,4,2.6666301009214566
2007,Don Koharski,Dallas Stars,4,2.6884615384615382
2007,Kelly Sutherland,Dallas Stars,4,2.6884615384615382
2007,Marc Joannette,Anaheim Ducks,4,2.7337780898876405
2007,Tim Peel,Anaheim Ducks,4,2.7337780898876405
2007,Marc Joannette,Dallas Stars,5,2.737078651685393
2007,Tim Peel,Dallas Stars,5,2.737078651685393
2007,Dan O'Halloran,Anaheim Ducks,4,2.5645502645502645
2007,Eric Furlatt,Anaheim Ducks,4,2.5645502645502645
2007,Dan O'Halloran,Dallas Stars,2,2.7484126984126984
2007,Eric Furlatt,Dallas Stars,2,2.7484126984126984
2007,Chris Rooney,Anaheim Ducks,4,2.958997188378632
2007,Dave Jackson,Anaheim Ducks,4,2.958997188378632
2007,Chris Rooney,Dallas Stars,3,2.7764423076923075
2007,Dave Jackson,Dallas Stars,3,2.7764423076923075
2007,Bill McCreary,Anaheim Ducks,4,2.571164021164021
2007,Greg Kimmerly,Anaheim Ducks,4,2.571164021164021
2007,Bill McCreary,Dallas Stars,2,2.750129399585921
2007,Greg Kimmerly,Dallas Stars,2,2.750129399585921
2007,Mike Leggo,Anaheim Ducks,4,2.7768976521540916
2007,Paul Devorski,Anaheim Ducks,4,2.7768976521540916
2007,Mike Leggo,Dallas Stars,4,2.737451737451737
2007,Paul Devorski,Dallas Stars,4,2.737451737451737
2007,Don VanMassenhoven,Montréal Canadiens,4,2.935782556750299
2007,Mike Hasenfratz,Montréal Canadiens,4,2.935782556750299
2007,Don VanMassenhoven,Philadelphia Flyers,3,2.6941176470588237
2007,Mike Hasenfratz,Philadelphia Flyers,3,2.6941176470588237
2007,Mike Leggo,Montréal Canadiens,4,2.5853535353535353
2007,Paul Devorski,Montréal Canadiens,4,2.5853535353535353
2007,Mike Leggo,Philadelphia Flyers,4,2.8442622950819674
2007,Paul Devorski,Philadelphia Flyers,4,2.8442622950819674
2007,Brad Watson,Montréal Canadiens,4,2.3966165413533833
2007,Marc Joannette,Montréal Canadiens,4,2.3966165413533833
2007,Brad Watson,Philadelphia Flyers,3,2.7675120772946857
2007,Marc Joannette,Philadelphia Flyers,3,2.7675120772946857
2007,Bill McCreary,Montréal Canadiens,4,2.9349881796690305
2007,Kevin Pollock,Montréal Canadiens,4,2.9349881796690305
2007,Bill McCreary,Philadelphia Flyers,4,3.000158127767236
2007,Kevin Pollock,Philadelphia Flyers,4,3.000158127767236
2007,Don Koharski,Montréal Canadiens,4,2.5136013480982187
2007,Kelly Sutherland,Montréal Canadiens,4,2.5136013480982187
2007,Don Koharski,Philadelphia Flyers,6,2.6208462560921575
2007,Kelly Sutherland,Philadelphia Flyers,6,2.6208462560921575
2007,Don Koharski,New York Rangers,4,2.7476833199033037
2007,Kelly Sutherland,New York Rangers,4,2.7476833199033037
2007,Don Koharski,Pittsburgh Penguins,5,3.0364253393665157
2007,Kelly Sutherland,Pittsburgh Penguins,5,3.0364253393665157
2007,Dan O'Halloran,New York Rangers,4,3.1137669801462904
2007,Tim Peel,New York Rangers,4,3.1137669801462904
2007,Dan O'Halloran,Pittsburgh Penguins,2,3.100052110474205
2007,Tim Peel,Pittsburgh Penguins,2,3.100052110474205
2007,Mike Leggo,New York Rangers,4,2.736874656404618
2007,Paul Devorski,New York Rangers,4,2.736874656404618
2007,Mike Leggo,Pittsburgh Penguins,5,3.01232419892707
2007,Paul Devorski,Pittsburgh Penguins,5,3.01232419892707
2007,Bill McCreary,New York Rangers,4,2.430059523809524
2007,Kevin Pollock,New York Rangers,4,2.430059523809524
2007,Bill McCreary,Pittsburgh Penguins,0,2.8600000000000003
2007,Kevin Pollock,Pittsburgh Penguins,0,2.8600000000000003
2007,Brad Watson,New York Rangers,4,2.758348938826467
2007,Marc Joannette,New York Rangers,4,2.758348938826467
2007,Brad Watson,Pittsburgh Penguins,3,2.7673259493670885
2007,Marc Joannette,Pittsburgh Penguins,3,2.7673259493670885
2007,Bill McCreary,Colorado Avalanche,4,2.783755274261603
2007,Kevin Pollock,Colorado Avalanche,4,2.783755274261603
2007,Bill McCreary,Detroit Red Wings,4,3.0252026342451876
2007,Kevin Pollock,Detroit Red Wings,4,3.0252026342451876
2007,Brad Watson,Colorado Avalanche,4,2.930344827586207
2007,Marc Joannette,Colorado Avalanche,4,2.930344827586207
2007,Brad Watson,Detroit Red Wings,5,2.794844679444812
2007,Marc Joannette,Detroit Red Wings,5,2.794844679444812
2007,Don Koharski,Colorado Avalanche,4,2.746294466403162
2007,Kelly Sutherland,Colorado Avalanche,4,2.746294466403162
2007,Don Koharski,Detroit Red Wings,4,3.0768914473684212
2007,Kelly Sutherland,Detroit Red Wings,4,3.0768914473684212
2007,Don VanMassenhoven,Colorado Avalanche,4,2.906941031941032
2007,Mike Hasenfratz,Colorado Avalanche,4,2.906941031941032
2007,Don VanMassenhoven,Detroit Red Wings,8,3.1341666666666663
2007,Mike Hasenfratz,Detroit Red Wings,8,3.1341666666666663
2007,Dan O'Halloran,Dallas Stars,4,2.7204119850187265
2007,Tim Peel,Dallas Stars,4,2.7204119850187265
2007,Dan O'Halloran,San Jose Sharks,2,2.8521220159151195
2007,Tim Peel,San Jose Sharks,2,2.8521220159151195
2007,Don Koharski,Dallas Stars,4,2.6884615384615382
2007,Kelly Sutherland,Dallas Stars,4,2.6884615384615382
2007,Don Koharski,San Jose Sharks,2,2.9175903119868636
2007,Kelly Sutherland,San Jose Sharks,2,2.9175903119868636
2007,Don VanMassenhoven,Dallas Stars,4,2.6825174825174827
2007,Mike Hasenfratz,Dallas Stars,4,2.6825174825174827
2007,Don VanMassenhoven,San Jose Sharks,1,2.8139534883720927
2007,Mike Hasenfratz,San Jose Sharks,1,2.8139534883720927
2007,Brad Watson,Dallas Stars,4,2.768421052631579
2007,Marc Joannette,Dallas Stars,4,2.768421052631579
2007,Brad Watson,San Jose Sharks,2,2.9288513210927
2007,Marc Joannette,San Jose Sharks,2,2.9288513210927
2007,Mike Leggo,Dallas Stars,4,2.737451737451737
2007,Paul Devorski,Dallas Stars,4,2.737451737451737
2007,Mike Leggo,San Jose Sharks,3,2.84256804524567
2007,Paul Devorski,San Jose Sharks,3,2.84256804524567
2007,Dan O'Halloran,Dallas Stars,4,2.7204119850187265
2007,Tim Peel,Dallas Stars,4,2.7204119850187265
2007,Dan O'Halloran,San Jose Sharks,1,2.8521220159151195
2007,Tim Peel,San Jose Sharks,1,2.8521220159151195
2007,Mike Hasenfratz,Philadelphia Flyers,4,2.8187078109932497
2007,Paul Devorski,Philadelphia Flyers,4,2.8187078109932497
2007,Mike Hasenfratz,Pittsburgh Penguins,4,2.9177585164281394
2007,Paul Devorski,Pittsburgh Penguins,4,2.9177585164281394
2007,Dan O'Halloran,Philadelphia Flyers,4,2.7228189184096476
2007,Kelly Sutherland,Philadelphia Flyers,4,2.7228189184096476
2007,Dan O'Halloran,Pittsburgh Penguins,4,2.959959231217239
2007,Kelly Sutherland,Pittsburgh Penguins,4,2.959959231217239
2007,Bill McCreary,Philadelphia Flyers,4,3.000158127767236
2007,Kevin Pollock,Philadelphia Flyers,4,3.000158127767236
2007,Bill McCreary,Pittsburgh Penguins,4,2.8600000000000003
2007,Kevin Pollock,Pittsburgh Penguins,4,2.8600000000000003
2007,Brad Watson,Philadelphia Flyers,4,2.7675120772946857
2007,Marc Joannette,Philadelphia Flyers,4,2.7675120772946857
2007,Brad Watson,Pittsburgh Penguins,2,2.7673259493670885
2007,Marc Joannette,Pittsburgh Penguins,2,2.7673259493670885
2007,Mike Hasenfratz,Philadelphia Flyers,4,2.8187078109932497
2007,Paul Devorski,Philadelphia Flyers,4,2.8187078109932497
2007,Mike Hasenfratz,Pittsburgh Penguins,6,2.9177585164281394
2007,Paul Devorski,Pittsburgh Penguins,6,2.9177585164281394
2007,Bill McCreary,Dallas Stars,4,2.9001623376623376
2007,Kevin Pollock,Dallas Stars,4,2.9001623376623376
2007,Bill McCreary,Detroit Red Wings,4,3.0252026342451876
2007,Kevin Pollock,Detroit Red Wings,4,3.0252026342451876
2007,Brad Watson,Dallas Stars,4,2.768421052631579
2007,Marc Joannette,Dallas Stars,4,2.768421052631579
2007,Brad Watson,Detroit Red Wings,2,2.794844679444812
2007,Marc Joannette,Detroit Red Wings,2,2.794844679444812
2007,Mike Hasenfratz,Dallas Stars,4,2.6809582309582307
2007,Paul Devorski,Dallas Stars,4,2.6809582309582307
2007,Mike Hasenfratz,Detroit Red Wings,5,3.099148936170213
2007,Paul Devorski,Detroit Red Wings,5,3.099148936170213
2007,Dan O'Halloran,Dallas Stars,4,2.783333333333333
2007,Kelly Sutherland,Dallas Stars,4,2.783333333333333
2007,Dan O'Halloran,Detroit Red Wings,1,2.9244791666666665
2007,Kelly Sutherland,Detroit Red Wings,1,2.9244791666666665
2007,Bill McCreary,Dallas Stars,4,2.9001623376623376
2007,Kevin Pollock,Dallas Stars,4,2.9001623376623376
2007,Bill McCreary,Detroit Red Wings,1,3.0252026342451876
2007,Kevin Pollock,Detroit Red Wings,1,3.0252026342451876
2007,Brad Watson,Dallas Stars,4,2.768421052631579
2007,Marc Joannette,Dallas Stars,4,2.768421052631579
2007,Brad Watson,Detroit Red Wings,4,2.794844679444812
2007,Marc Joannette,Detroit Red Wings,4,2.794844679444812
2007,Dan O'Halloran,Detroit Red Wings,4,3.048315602836879
2007,Paul Devorski,Detroit Red Wings,4,3.048315602836879
2007,Dan O'Halloran,Pittsburgh Penguins,0,2.8579903444889942
2007,Paul Devorski,Pittsburgh Penguins,0,2.8579903444889942
2007,Brad Watson,Detroit Red Wings,4,2.794844679444812
2007,Marc Joannette,Detroit Red Wings,4,2.794844679444812
2007,Brad Watson,Pittsburgh Penguins,0,2.7673259493670885
2007,Marc Joannette,Pittsburgh Penguins,0,2.7673259493670885
2007,Dan O'Halloran,Detroit Red Wings,4,3.048315602836879
2007,Paul Devorski,Detroit Red Wings,4,3.048315602836879
2007,Dan O'Halloran,Pittsburgh Penguins,3,2.8579903444889942
2007,Paul Devorski,Pittsburgh Penguins,3,2.8579903444889942
2007,Brad Watson,Detroit Red Wings,4,2.794844679444812
2007,Marc Joannette,Detroit Red Wings,4,2.794844679444812
2007,Brad Watson,Pittsburgh Penguins,1,2.7673259493670885
2007,Marc Joannette,Pittsburgh Penguins,1,2.7673259493670885
2007,Dan O'Halloran,Detroit Red Wings,4,3.048315602836879
2007,Paul Devorski,Detroit Red Wings,4,3.048315602836879
2007,Dan O'Halloran,Pittsburgh Penguins,4,2.8579903444889942
2007,Paul Devorski,Pittsburgh Penguins,4,2.8579903444889942
2007,Brad Watson,Detroit Red Wings,4,2.794844679444812
2007,Marc Joannette,Detroit Red Wings,4,2.794844679444812
2007,Brad Watson,Pittsburgh Penguins,2,2.7673259493670885
2007,Marc Joannette,Pittsburgh Penguins,2,2.7673259493670885
2008,Dennis LaRue,Boston Bruins,4,2.8797653958944283
2008,Kevin Pollock,Boston Bruins,4,2.8797653958944283
